cliente_id,region,experiencia_digital,satisfaccion_servicio,ingreso_anual_soles,gasto_mensual_soles,ratio_deuda,indice_ahorro,clase
CLI-00527,Lima,Bajo,Muy baja,53059.86,2743.57,0.5429,0.285,Clase_C_alto_riesgo
CLI-00400,La Libertad,Medio,Muy baja,52405.65,2900.76,0.6084,0.3578,Clase_C_alto_riesgo
CLI-01731,Lima,Bajo,Media,46002.38,2211.26,0.2914,0.5087,Clase_C_alto_riesgo
CLI-00310,Lima,Medio,Media,52582.18,2646.68,0.2456,0.5742,Clase_A_bajo_riesgo
CLI-00629,Lima,Medio,Baja,56399.53,2828.56,0.3867,0.5456,Clase_B_riesgo_medio
CLI-00694,Lima,Medio,Alta,60330.25,2823.6,0.271,0.5606,Clase_B_riesgo_medio
CLI-00273,Piura,Medio,Media,59711.94,2806.98,0.4315,0.5067,Clase_B_riesgo_medio
CLI-01596,Cusco,Medio,Alta,42846.69,2210.53,0.1414,0.8721,Clase_B_riesgo_medio
CLI-00848,Junín,Bajo,Alta,52848.02,2989.07,0.1919,0.5636,Clase_B_riesgo_medio
CLI-00279,La Libertad,Medio,Media,62194.56,2929.82,0.3546,0.4548,Clase_C_alto_riesgo
CLI-00758,Arequipa,Alto,Alta,57245.2,2639.75,0.1272,0.7282,Clase_A_bajo_riesgo
CLI-00326,La Libertad,Muy alto,Muy alta,68569.97,3341.94,0.0523,0.7748,Clase_A_bajo_riesgo
CLI-01182,Lima,Medio,Media,44329.55,2238.35,0.4504,0.2983,Clase_B_riesgo_medio
CLI-01233,Lima,Bajo,Media,51310.76,2224.25,0.113,0.7392,Clase_C_alto_riesgo
CLI-00350,Cusco,Bajo,Alta,41225.76,1506.01,0.1732,0.7679,Clase_B_riesgo_medio
CLI-01594,Lima,Medio,Media,45370.31,2278.24,0.2369,0.678,Clase_A_bajo_riesgo
CLI-00363,Arequipa,Medio,Muy baja,60539.0,3014.81,0.4815,0.3911,Clase_C_alto_riesgo
CLI-00874,Lima,Medio,Media,29197.36,1831.75,0.1797,0.8241,Clase_A_bajo_riesgo
CLI-00081,Piura,Bajo,Muy alta,45260.5,2175.14,0.0597,0.8491,Clase_A_bajo_riesgo
CLI-00309,Piura,Bajo,Baja,36080.47,1887.62,0.3112,0.5143,Clase_C_alto_riesgo
CLI-00335,Lima,Bajo,Media,50947.74,2376.14,0.1539,0.6128,Clase_B_riesgo_medio
CLI-00477,Lima,Bajo,Baja,49522.75,2712.57,0.3932,0.4108,Clase_C_alto_riesgo
CLI-00596,Arequipa,Alto,Alta,49994.82,2085.75,0.3057,0.6065,Clase_A_bajo_riesgo
CLI-01281,Cusco,Medio,Baja,43939.65,2360.84,0.4403,0.4216,Clase_C_alto_riesgo
CLI-00283,Lima,Medio,Alta,52854.5,2879.66,0.1706,0.7349,Clase_B_riesgo_medio
CLI-00017,Lima,Medio,Baja,34171.85,2177.22,0.3497,0.5171,Clase_B_riesgo_medio
CLI-01657,Cusco,Medio,Media,56206.7,2521.88,0.1098,0.6878,Clase_A_bajo_riesgo
CLI-00412,Junín,Bajo,Alta,59487.81,2587.62,0.1386,0.7269,Clase_B_riesgo_medio
CLI-00246,Junín,Medio,Baja,48167.45,2440.97,0.5592,0.349,Clase_C_alto_riesgo
CLI-01782,Junín,Medio,Baja,29377.17,1390.61,0.2462,0.5383,Clase_B_riesgo_medio
CLI-01399,Cusco,Bajo,Media,28792.54,1484.9,0.2984,0.6848,Clase_B_riesgo_medio
CLI-01314,Piura,Bajo,Alta,68723.77,3608.23,0.2235,0.6792,Clase_B_riesgo_medio
CLI-00803,Cusco,Muy alto,Alta,53208.85,2364.49,0.1276,0.8211,Clase_A_bajo_riesgo
CLI-00258,La Libertad,Medio,Muy baja,47293.6,2204.7,0.5468,0.3569,Clase_C_alto_riesgo
CLI-00240,Lima,Bajo,Muy alta,74299.76,3933.52,0.2189,0.7487,Clase_B_riesgo_medio
CLI-01358,Arequipa,Medio,Alta,35352.76,1802.66,0.0729,0.8184,Clase_A_bajo_riesgo
CLI-00672,Piura,Medio,Muy baja,60038.73,3146.66,0.3768,0.4774,Clase_B_riesgo_medio
CLI-00092,La Libertad,Muy alto,Media,34682.74,1612.78,0.2099,0.7654,Clase_A_bajo_riesgo
CLI-00898,Piura,Medio,Media,54090.7,3194.39,0.5049,0.4043,Clase_C_alto_riesgo
CLI-01170,Lima,Medio,Media,70417.89,3628.6,0.4667,0.4466,Clase_B_riesgo_medio
CLI-00390,Piura,Alto,Muy alta,103495.72,5019.86,0.2427,0.7322,Clase_A_bajo_riesgo
CLI-01450,La Libertad,Bajo,Baja,50813.47,2973.15,0.5132,0.3735,Clase_C_alto_riesgo
CLI-00167,Lima,Medio,Muy alta,76074.88,3900.87,0.193,0.75,Clase_A_bajo_riesgo
CLI-00301,Lima,Alto,Media,59703.82,2579.49,0.1747,0.6576,Clase_B_riesgo_medio
CLI-00816,Arequipa,Alto,Media,61263.84,2351.05,0.345,0.5604,Clase_B_riesgo_medio
CLI-00732,Piura,Medio,Muy alta,69068.4,3250.96,0.1343,0.8145,Clase_A_bajo_riesgo
CLI-00302,Arequipa,Medio,Baja,32040.99,1419.07,0.3407,0.5989,Clase_C_alto_riesgo
CLI-00997,Junín,Bajo,Media,61467.46,3456.65,0.4152,0.4048,Clase_C_alto_riesgo
CLI-00965,Lima,Alto,Muy alta,85302.65,3945.59,0.0529,0.9793,Clase_A_bajo_riesgo
CLI-01104,Junín,Medio,Muy baja,44847.28,2808.11,0.4155,0.4048,Clase_B_riesgo_medio
CLI-01065,Arequipa,Medio,Baja,49905.53,2626.34,0.485,0.3287,Clase_C_alto_riesgo
CLI-00180,Lima,Medio,Muy baja,47258.68,1894.85,0.7332,0.1373,Clase_C_alto_riesgo
CLI-01746,Arequipa,Bajo,Media,36612.98,1881.92,0.2033,0.635,Clase_C_alto_riesgo
CLI-00844,Junín,Muy alto,Muy alta,69434.75,3130.91,0.201,0.7288,Clase_A_bajo_riesgo
CLI-01169,Lima,Alto,Media,47273.1,2272.68,0.2128,0.6345,Clase_A_bajo_riesgo
CLI-00123,Lima,Muy alto,Muy alta,50642.82,2267.33,0.0672,0.8312,Clase_A_bajo_riesgo
CLI-01107,Lima,Alto,Muy alta,57945.96,2303.24,0.1123,0.8136,Clase_B_riesgo_medio
CLI-01189,Lima,Alto,Muy alta,58220.87,2727.82,0.0541,0.8749,Clase_A_bajo_riesgo
CLI-01070,Lima,Alto,Media,69528.23,3999.37,0.1712,0.7519,Clase_A_bajo_riesgo
CLI-00907,Piura,Muy alto,Baja,48201.97,2322.75,0.1794,0.6506,Clase_A_bajo_riesgo
CLI-01049,Piura,Medio,Alta,60339.62,3027.55,0.3013,0.5354,Clase_C_alto_riesgo
CLI-00943,Cusco,Medio,Muy baja,28280.16,990.76,0.5382,0.2406,Clase_C_alto_riesgo
CLI-01775,Piura,Medio,Alta,89599.34,4462.74,0.2374,0.5111,Clase_B_riesgo_medio
CLI-01478,La Libertad,Medio,Baja,16524.22,744.0,0.2559,0.5517,Clase_A_bajo_riesgo
CLI-00136,Lima,Alto,Alta,67403.28,2860.0,0.1904,0.6468,Clase_A_bajo_riesgo
CLI-01026,Arequipa,Medio,Alta,40044.04,2471.78,0.02,0.7978,Clase_A_bajo_riesgo
CLI-01228,Lima,Medio,Baja,42887.79,2173.29,0.4662,0.4434,Clase_C_alto_riesgo
CLI-01083,Lima,Bajo,Baja,20953.87,1232.16,0.2252,0.5926,Clase_A_bajo_riesgo
CLI-00315,Piura,Muy alto,Alta,71672.2,3165.03,0.2804,0.6633,Clase_A_bajo_riesgo
CLI-01191,Lima,Medio,Baja,34984.08,1782.69,0.4177,0.5138,Clase_C_alto_riesgo
CLI-01640,Junín,Bajo,Media,20115.36,1496.45,0.3139,0.4861,Clase_C_alto_riesgo
CLI-00182,Lima,Bajo,Media,83501.27,4614.27,0.4646,0.4773,Clase_C_alto_riesgo
CLI-01807,La Libertad,Medio,Media,38981.35,2204.91,0.3709,0.5679,Clase_B_riesgo_medio
CLI-00078,Lima,Medio,Media,53744.81,3480.05,0.4882,0.489,Clase_C_alto_riesgo
CLI-00950,Cusco,Muy alto,Alta,117653.8,5342.06,0.4754,0.4492,Clase_B_riesgo_medio
CLI-00062,Lima,Medio,Media,65785.99,2555.84,0.3131,0.5504,Clase_B_riesgo_medio
CLI-00570,Lima,Muy alto,Alta,105504.95,4650.97,0.2593,0.6657,Clase_A_bajo_riesgo
CLI-01900,Piura,Alto,Baja,59718.32,2956.6,0.4751,0.5576,Clase_C_alto_riesgo
CLI-01334,Junín,Bajo,Baja,29322.89,1277.9,0.3551,0.4043,Clase_C_alto_riesgo
CLI-01697,Lima,Muy alto,Muy alta,110083.64,5276.68,0.02,0.9598,Clase_A_bajo_riesgo
CLI-00738,Piura,Medio,Muy alta,73175.8,3831.71,0.0942,0.9068,Clase_A_bajo_riesgo
CLI-01628,Arequipa,Alto,Muy alta,52778.96,2612.2,0.02,0.8982,Clase_A_bajo_riesgo
CLI-00900,Lima,Bajo,Baja,50035.18,2720.85,0.3988,0.3338,Clase_C_alto_riesgo
CLI-01134,Lima,Medio,Media,42466.99,2924.04,0.2572,0.6768,Clase_B_riesgo_medio
CLI-00397,Piura,Bajo,Media,20968.37,1375.98,0.3405,0.5754,Clase_C_alto_riesgo
CLI-01222,Lima,Bajo,Muy baja,31411.53,1746.24,0.4577,0.4459,Clase_C_alto_riesgo
CLI-01367,La Libertad,Medio,Baja,78311.42,3892.21,0.437,0.3114,Clase_C_alto_riesgo
CLI-00346,Cusco,Alto,Muy baja,60442.95,2657.41,0.4059,0.5398,Clase_B_riesgo_medio
CLI-00422,Piura,Bajo,Muy baja,28136.72,1255.84,0.4916,0.4388,Clase_C_alto_riesgo
CLI-00712,Cusco,Medio,Baja,73022.65,3612.52,0.3023,0.5395,Clase_B_riesgo_medio
CLI-01394,Arequipa,Medio,Alta,68799.56,3619.63,0.2684,0.6277,Clase_B_riesgo_medio
CLI-00184,Piura,Medio,Media,45605.39,2512.06,0.4957,0.3857,Clase_C_alto_riesgo
CLI-00041,Lima,Alto,Alta,51457.87,2763.95,0.2172,0.6797,Clase_A_bajo_riesgo
CLI-00611,Lima,Alto,Alta,76312.12,3958.13,0.1384,0.7198,Clase_A_bajo_riesgo
CLI-00968,Lima,Medio,Alta,32981.52,1821.08,0.388,0.5107,Clase_B_riesgo_medio
CLI-00939,Lima,Muy alto,Muy alta,88105.17,4057.16,0.2102,0.7544,Clase_A_bajo_riesgo
CLI-00782,Arequipa,Alto,Baja,44197.52,2670.83,0.3729,0.5753,Clase_B_riesgo_medio
CLI-01882,Piura,Alto,Baja,68569.56,3145.32,0.3935,0.4401,Clase_A_bajo_riesgo
CLI-00202,Lima,Bajo,Alta,29077.09,1934.78,0.1686,0.7722,Clase_B_riesgo_medio
CLI-01009,Lima,Alto,Media,52944.37,3301.44,0.2512,0.6025,Clase_B_riesgo_medio
CLI-01123,Piura,Bajo,Baja,93471.81,4519.39,0.387,0.5182,Clase_C_alto_riesgo
CLI-01875,La Libertad,Bajo,Muy baja,55702.5,3028.75,0.4247,0.3233,Clase_C_alto_riesgo
CLI-00525,Piura,Alto,Alta,63443.43,2822.0,0.2053,0.7452,Clase_A_bajo_riesgo
CLI-01810,Lima,Bajo,Baja,64557.6,3245.27,0.595,0.2303,Clase_C_alto_riesgo
CLI-00456,Arequipa,Bajo,Alta,49040.98,2440.34,0.195,0.6381,Clase_B_riesgo_medio
CLI-01032,Cusco,Medio,Media,48825.76,2963.29,0.1751,0.6696,Clase_A_bajo_riesgo
CLI-00132,Lima,Bajo,Media,37818.18,2138.03,0.4125,0.4594,Clase_C_alto_riesgo
CLI-00952,La Libertad,Alto,Media,64737.76,3084.47,0.31,0.5822,Clase_A_bajo_riesgo
CLI-01206,La Libertad,Alto,Muy alta,93366.01,4734.46,0.02,0.8729,Clase_A_bajo_riesgo
CLI-01004,La Libertad,Medio,Baja,60014.07,3415.94,0.0903,0.6741,Clase_B_riesgo_medio
CLI-01573,La Libertad,Alto,Alta,37729.36,2179.79,0.0837,0.9156,Clase_A_bajo_riesgo
CLI-01812,La Libertad,Medio,Alta,86859.5,4858.65,0.416,0.408,Clase_C_alto_riesgo
CLI-01495,Cusco,Medio,Baja,50884.53,2520.0,0.3247,0.5009,Clase_B_riesgo_medio
CLI-00485,Cusco,Medio,Muy alta,34331.41,1289.22,0.0666,0.8763,Clase_A_bajo_riesgo
CLI-01453,Piura,Alto,Media,60826.37,3136.13,0.4507,0.4903,Clase_C_alto_riesgo
CLI-01471,Cusco,Bajo,Media,63991.57,3138.99,0.2315,0.534,Clase_B_riesgo_medio
CLI-01641,Arequipa,Bajo,Muy baja,19358.06,1363.45,0.352,0.4334,Clase_C_alto_riesgo
CLI-00148,Arequipa,Medio,Muy alta,74855.96,3443.23,0.0528,0.9745,Clase_A_bajo_riesgo
CLI-01153,La Libertad,Alto,Muy baja,60286.07,2781.44,0.4808,0.306,Clase_B_riesgo_medio
CLI-01877,Cusco,Bajo,Muy baja,55380.29,3189.87,0.4802,0.389,Clase_C_alto_riesgo
CLI-00084,Lima,Alto,Muy alta,176308.95,7561.35,0.2005,0.7586,Clase_A_bajo_riesgo
CLI-01918,Cusco,Medio,Baja,51963.7,3239.02,0.5152,0.4071,Clase_C_alto_riesgo
CLI-00868,Lima,Alto,Alta,52526.32,2658.12,0.2328,0.7264,Clase_A_bajo_riesgo
CLI-00248,Junín,Alto,Muy alta,22646.18,1621.72,0.02,0.9153,Clase_A_bajo_riesgo
CLI-01255,La Libertad,Medio,Alta,33449.51,1295.0,0.229,0.5795,Clase_B_riesgo_medio
CLI-01749,La Libertad,Medio,Media,41411.67,2073.92,0.1292,0.71,Clase_B_riesgo_medio
CLI-00986,Arequipa,Muy alto,Alta,79096.83,4029.98,0.4372,0.4503,Clase_B_riesgo_medio
CLI-01855,Junín,Alto,Muy alta,59476.57,2709.77,0.02,0.9043,Clase_A_bajo_riesgo
CLI-01668,Junín,Bajo,Alta,46243.27,1969.61,0.138,0.6923,Clase_C_alto_riesgo
CLI-01582,Lima,Alto,Muy alta,77386.53,3135.81,0.1252,0.8519,Clase_A_bajo_riesgo
CLI-00006,Lima,Alto,Media,45526.59,2072.08,0.4894,0.6385,Clase_C_alto_riesgo
CLI-01158,Piura,Bajo,Alta,61836.64,3441.03,0.1396,0.7928,Clase_A_bajo_riesgo
CLI-01591,La Libertad,Muy alto,Media,50516.78,2057.23,0.24,0.7478,Clase_A_bajo_riesgo
CLI-00481,Cusco,Bajo,Media,40254.68,2319.43,0.1509,0.6633,Clase_B_riesgo_medio
CLI-00176,Lima,Alto,Muy alta,73728.67,4311.57,0.0587,0.8844,Clase_A_bajo_riesgo
CLI-00700,Arequipa,Alto,Muy alta,74214.34,3298.08,0.02,0.81,Clase_A_bajo_riesgo
CLI-00436,La Libertad,Medio,Baja,28504.33,1586.04,0.4345,0.3384,Clase_C_alto_riesgo
CLI-01452,Cusco,Alto,Baja,43097.52,2111.72,0.3528,0.5557,Clase_B_riesgo_medio
CLI-01063,La Libertad,Medio,Media,20151.96,953.95,0.1128,0.8705,Clase_A_bajo_riesgo
CLI-01384,Lima,Bajo,Media,88359.95,2944.27,0.4948,0.4642,Clase_B_riesgo_medio
CLI-00281,Piura,Bajo,Media,25859.75,1172.99,0.1678,0.6642,Clase_B_riesgo_medio
CLI-00651,Lima,Bajo,Muy alta,54116.3,3728.62,0.02,0.8476,Clase_A_bajo_riesgo
CLI-01362,Lima,Bajo,Muy baja,29996.16,1897.25,0.9425,0.01,Clase_C_alto_riesgo
CLI-00902,Lima,Alto,Alta,54172.87,2683.12,0.0358,0.7818,Clase_A_bajo_riesgo
CLI-00669,Lima,Alto,Muy alta,37913.18,1956.98,0.02,0.9594,Clase_A_bajo_riesgo
CLI-01672,Piura,Bajo,Media,28304.13,1241.73,0.2832,0.5788,Clase_C_alto_riesgo
CLI-01309,Lima,Medio,Muy alta,69080.66,3267.9,0.1678,0.8181,Clase_A_bajo_riesgo
CLI-01295,Piura,Muy alto,Muy alta,108757.44,4510.05,0.1247,0.8235,Clase_A_bajo_riesgo
CLI-01561,Lima,Medio,Media,65819.68,3897.7,0.3095,0.6593,Clase_B_riesgo_medio
CLI-00524,Piura,Medio,Muy baja,43064.69,1995.22,0.7284,0.01,Clase_C_alto_riesgo
CLI-01197,Junín,Muy alto,Muy alta,81928.39,3663.77,0.0817,0.8433,Clase_A_bajo_riesgo
CLI-01242,La Libertad,Medio,Media,71557.72,3051.94,0.4915,0.2922,Clase_C_alto_riesgo
CLI-01487,Lima,Medio,Media,63715.52,2935.04,0.4267,0.5039,Clase_C_alto_riesgo
CLI-01150,Piura,Medio,Alta,66048.4,3918.96,0.3375,0.5684,Clase_B_riesgo_medio
CLI-00915,Cusco,Bajo,Muy baja,23522.62,1224.39,0.282,0.659,Clase_B_riesgo_medio
CLI-01872,Lima,Bajo,Baja,42425.86,2121.34,0.4763,0.4082,Clase_C_alto_riesgo
CLI-00461,Lima,Muy alto,Muy alta,110637.0,5256.22,0.2089,0.7213,Clase_A_bajo_riesgo
CLI-00329,Lima,Medio,Muy baja,89453.5,4650.73,0.635,0.3175,Clase_C_alto_riesgo
CLI-00440,Lima,Bajo,Media,61865.05,2796.52,0.242,0.6151,Clase_B_riesgo_medio
CLI-01355,Arequipa,Bajo,Muy baja,33729.81,1725.78,0.4024,0.4737,Clase_C_alto_riesgo
CLI-00391,Junín,Medio,Baja,32780.84,1826.53,0.7432,0.2218,Clase_C_alto_riesgo
CLI-01869,Lima,Medio,Baja,33787.72,1759.38,0.2687,0.6417,Clase_B_riesgo_medio
CLI-00820,Lima,Medio,Media,86679.8,4614.97,0.3962,0.5541,Clase_C_alto_riesgo
CLI-01551,Junín,Alto,Muy alta,85220.93,5010.08,0.2224,0.7385,Clase_A_bajo_riesgo
CLI-00851,Lima,Medio,Alta,41541.82,2308.5,0.1918,0.6722,Clase_B_riesgo_medio
CLI-01285,Lima,Medio,Media,61680.1,2638.63,0.2193,0.6022,Clase_A_bajo_riesgo
CLI-00197,La Libertad,Medio,Media,39908.78,2242.69,0.3001,0.5633,Clase_C_alto_riesgo
CLI-00575,Piura,Bajo,Muy baja,19593.92,1159.08,0.5565,0.3126,Clase_C_alto_riesgo
CLI-01262,Piura,Medio,Media,21526.24,1112.0,0.02,0.8468,Clase_B_riesgo_medio
CLI-00342,Arequipa,Bajo,Muy baja,36844.59,2172.89,0.3667,0.5675,Clase_B_riesgo_medio
CLI-00777,Lima,Bajo,Media,43167.05,2521.64,0.5907,0.2004,Clase_C_alto_riesgo
CLI-01040,Lima,Medio,Muy baja,27585.73,1869.56,0.6051,0.2459,Clase_C_alto_riesgo
CLI-01375,Lima,Alto,Media,71705.02,4138.76,0.3078,0.537,Clase_A_bajo_riesgo
CLI-01789,Lima,Bajo,Muy baja,31853.0,1401.71,0.4434,0.4044,Clase_C_alto_riesgo
CLI-01565,Piura,Medio,Media,50511.58,2697.8,0.1604,0.6421,Clase_B_riesgo_medio
CLI-01031,Lima,Bajo,Muy baja,36014.7,2033.34,0.703,0.2075,Clase_C_alto_riesgo
CLI-01549,Lima,Medio,Alta,85360.2,4041.56,0.2257,0.653,Clase_A_bajo_riesgo
CLI-01437,Lima,Bajo,Baja,42062.71,1803.89,0.2631,0.5148,Clase_B_riesgo_medio
CLI-01436,Lima,Medio,Muy baja,21912.29,1218.99,0.426,0.5466,Clase_C_alto_riesgo
CLI-01372,Lima,Medio,Media,40563.62,1870.83,0.1072,0.6656,Clase_A_bajo_riesgo
CLI-01922,Lima,Medio,Baja,87699.14,3869.9,0.62,0.2714,Clase_C_alto_riesgo
CLI-00590,Lima,Alto,Alta,63438.18,3275.07,0.2345,0.7686,Clase_A_bajo_riesgo
CLI-00659,Cusco,Bajo,Baja,36480.37,1670.0,0.4585,0.4939,Clase_C_alto_riesgo
CLI-00160,La Libertad,Alto,Alta,40811.72,2327.97,0.0591,0.8902,Clase_A_bajo_riesgo
CLI-00810,Lima,Alto,Alta,28909.72,1661.19,0.02,0.8105,Clase_A_bajo_riesgo
CLI-01852,Piura,Bajo,Alta,39983.36,2576.75,0.0216,0.8103,Clase_A_bajo_riesgo
CLI-00247,Arequipa,Bajo,Media,49795.04,2183.49,0.3016,0.5479,Clase_B_riesgo_medio
CLI-01659,Lima,Medio,Alta,82599.37,3238.4,0.0508,0.8031,Clase_A_bajo_riesgo
CLI-00336,Lima,Medio,Media,40805.81,2510.14,0.4561,0.5289,Clase_C_alto_riesgo
CLI-00414,Cusco,Bajo,Media,69463.3,3269.97,0.5187,0.5266,Clase_C_alto_riesgo
CLI-00059,Lima,Medio,Baja,26648.37,1388.64,0.4141,0.4533,Clase_C_alto_riesgo
CLI-00885,Piura,Bajo,Baja,22833.02,1238.58,0.4253,0.4775,Clase_C_alto_riesgo
CLI-00493,Lima,Alto,Baja,69221.04,3587.5,0.4718,0.3546,Clase_C_alto_riesgo
CLI-00705,Lima,Alto,Baja,59119.9,2585.69,0.4219,0.4427,Clase_B_riesgo_medio
CLI-01910,Lima,Medio,Muy alta,92122.98,4500.11,0.2487,0.4756,Clase_B_riesgo_medio
CLI-01163,Lima,Medio,Muy baja,49634.83,2403.48,0.5103,0.3752,Clase_C_alto_riesgo
CLI-00931,Lima,Medio,Media,77113.3,3965.83,0.3946,0.359,Clase_C_alto_riesgo
CLI-01747,Lima,Alto,Muy alta,75729.04,3508.69,0.0954,0.7785,Clase_A_bajo_riesgo
CLI-01642,Piura,Alto,Alta,78502.72,4528.4,0.0901,0.7714,Clase_A_bajo_riesgo
CLI-00402,Junín,Bajo,Muy alta,25752.78,1479.11,0.1926,0.7975,Clase_B_riesgo_medio
CLI-01080,Junín,Muy alto,Media,61575.86,2889.64,0.2609,0.683,Clase_A_bajo_riesgo
CLI-00374,La Libertad,Medio,Muy baja,101308.63,4668.78,0.828,0.1169,Clase_C_alto_riesgo
CLI-01012,Junín,Medio,Alta,38156.45,2052.79,0.1267,0.7291,Clase_A_bajo_riesgo
CLI-01152,Piura,Bajo,Media,35364.34,1822.52,0.3052,0.5414,Clase_B_riesgo_medio
CLI-01809,Lima,Bajo,Media,29525.33,1452.3,0.1191,0.7437,Clase_A_bajo_riesgo
CLI-01068,Lima,Muy alto,Baja,85610.47,3949.24,0.621,0.3112,Clase_C_alto_riesgo
CLI-01344,La Libertad,Bajo,Muy baja,25236.5,1176.37,0.5862,0.4407,Clase_C_alto_riesgo
CLI-01029,Lima,Alto,Muy alta,144733.41,7271.59,0.1624,0.5481,Clase_A_bajo_riesgo
CLI-00586,Lima,Medio,Media,53309.12,2455.11,0.2814,0.6469,Clase_A_bajo_riesgo
CLI-01597,Lima,Bajo,Baja,34433.75,1390.57,0.1774,0.6155,Clase_A_bajo_riesgo
CLI-00579,Arequipa,Medio,Muy baja,42024.9,2829.8,0.5442,0.3834,Clase_C_alto_riesgo
CLI-00649,Piura,Medio,Muy alta,50675.16,2123.03,0.1446,0.7576,Clase_A_bajo_riesgo
CLI-00847,Lima,Alto,Muy baja,35263.15,2087.19,0.3977,0.52,Clase_B_riesgo_medio
CLI-01461,Lima,Bajo,Media,41927.12,2033.93,0.1153,0.7372,Clase_A_bajo_riesgo
CLI-01323,Piura,Alto,Baja,37649.74,2030.88,0.3207,0.4516,Clase_B_riesgo_medio
CLI-00388,Lima,Medio,Muy baja,56330.43,2494.45,0.7217,0.031,Clase_C_alto_riesgo
CLI-01915,Arequipa,Muy alto,Media,88576.33,3433.19,0.4871,0.3893,Clase_C_alto_riesgo
CLI-00181,Lima,Medio,Media,60539.91,2932.02,0.2163,0.6275,Clase_B_riesgo_medio
CLI-01155,Cusco,Medio,Muy alta,60354.34,2721.75,0.02,0.7884,Clase_A_bajo_riesgo
CLI-01521,Lima,Bajo,Alta,58532.99,2842.29,0.02,0.9743,Clase_A_bajo_riesgo
CLI-01713,Piura,Alto,Muy alta,190843.11,9566.38,0.4786,0.5128,Clase_A_bajo_riesgo
CLI-00670,Lima,Medio,Muy baja,60190.69,2974.04,0.8204,0.01,Clase_C_alto_riesgo
CLI-01931,Cusco,Muy alto,Muy alta,72556.22,3566.92,0.02,0.8829,Clase_A_bajo_riesgo
CLI-00172,Lima,Bajo,Baja,57942.45,2347.04,0.225,0.6283,Clase_B_riesgo_medio
CLI-01939,Arequipa,Bajo,Alta,59152.76,3443.54,0.0679,0.7883,Clase_A_bajo_riesgo
CLI-01343,Piura,Medio,Media,34740.6,2538.78,0.321,0.5448,Clase_B_riesgo_medio
CLI-00290,Cusco,Bajo,Muy baja,31073.57,1829.24,0.5367,0.2697,Clase_C_alto_riesgo
CLI-01876,Arequipa,Medio,Muy alta,61365.64,2550.35,0.02,0.8025,Clase_A_bajo_riesgo
CLI-01095,Lima,Bajo,Alta,45689.46,2520.44,0.2132,0.6546,Clase_A_bajo_riesgo
CLI-00125,Lima,Muy alto,Baja,31010.91,2210.67,0.5532,0.532,Clase_C_alto_riesgo
CLI-00420,La Libertad,Medio,Media,39240.03,2077.12,0.1477,0.632,Clase_B_riesgo_medio
CLI-00558,Lima,Medio,Muy baja,47094.03,2450.09,0.7236,0.1801,Clase_C_alto_riesgo
CLI-00106,Lima,Medio,Alta,78092.37,4250.51,0.2695,0.7916,Clase_A_bajo_riesgo
CLI-01462,Cusco,Bajo,Media,40529.64,2382.66,0.1227,0.8974,Clase_A_bajo_riesgo
CLI-00034,Junín,Muy alto,Muy alta,92104.81,4460.73,0.02,0.98,Clase_A_bajo_riesgo
CLI-00163,Cusco,Medio,Muy baja,53880.83,2901.74,0.2914,0.5268,Clase_C_alto_riesgo
CLI-00317,Lima,Bajo,Media,32129.63,1678.53,0.2913,0.4651,Clase_C_alto_riesgo
CLI-01319,Lima,Alto,Media,49749.49,2797.19,0.4567,0.6053,Clase_B_riesgo_medio
CLI-00237,Lima,Alto,Alta,125437.89,5196.8,0.323,0.6866,Clase_A_bajo_riesgo
CLI-00557,Lima,Medio,Media,73482.47,4010.67,0.3637,0.5031,Clase_B_riesgo_medio
CLI-00726,Piura,Medio,Media,35656.23,1627.62,0.1136,0.6357,Clase_B_riesgo_medio
CLI-00304,Cusco,Medio,Media,102844.12,5268.22,0.4438,0.3995,Clase_B_riesgo_medio
CLI-01293,Cusco,Medio,Muy alta,41436.32,1746.25,0.1769,0.6243,Clase_A_bajo_riesgo
CLI-00795,Lima,Medio,Baja,114686.4,5075.72,0.6967,0.2009,Clase_C_alto_riesgo
CLI-00781,La Libertad,Bajo,Baja,36946.01,2453.2,0.4484,0.3835,Clase_C_alto_riesgo
CLI-01647,Lima,Medio,Media,45258.97,2225.18,0.3504,0.5292,Clase_B_riesgo_medio
CLI-00993,Lima,Medio,Alta,48876.24,3007.49,0.1982,0.6769,Clase_A_bajo_riesgo
CLI-00671,Lima,Medio,Muy baja,78363.9,3937.58,0.7522,0.1084,Clase_C_alto_riesgo
CLI-01605,Lima,Bajo,Alta,54466.38,2583.06,0.2701,0.6162,Clase_C_alto_riesgo
CLI-00367,Junín,Bajo,Baja,33823.9,1652.88,0.3206,0.4628,Clase_C_alto_riesgo
CLI-01615,Lima,Medio,Muy alta,63915.89,2372.23,0.0719,0.8852,Clase_A_bajo_riesgo
CLI-00973,La Libertad,Alto,Media,54048.48,2747.42,0.2888,0.476,Clase_B_riesgo_medio
CLI-01357,Junín,Alto,Muy alta,55403.12,2739.78,0.02,0.9491,Clase_A_bajo_riesgo
CLI-01654,Lima,Bajo,Baja,20387.09,1116.6,0.4737,0.4347,Clase_C_alto_riesgo
CLI-00748,Arequipa,Bajo,Baja,37332.86,1880.48,0.2367,0.6641,Clase_B_riesgo_medio
CLI-00591,Lima,Alto,Alta,102024.26,5063.71,0.3251,0.6882,Clase_A_bajo_riesgo
